date,city,trend_score
2022-01-31,Amsterdam,9.0
2022-02-28,Amsterdam,11.0
2022-03-31,Amsterdam,12.0
2022-04-30,Amsterdam,13.0
2022-05-31,Amsterdam,12.0
2022-06-30,Amsterdam,13.0
2022-07-31,Amsterdam,13.0
2022-08-31,Amsterdam,12.0
2022-09-30,Amsterdam,12.0
2022-10-31,Amsterdam,14.0
2022-11-30,Amsterdam,12.0
2022-12-31,Amsterdam,13.0
2023-01-31,Amsterdam,14.0
2023-02-28,Amsterdam,14.0
2023-03-31,Amsterdam,12.0
2023-04-30,Amsterdam,13.0
2023-05-31,Amsterdam,12.0
2023-06-30,Amsterdam,12.0
2023-07-31,Amsterdam,13.0
2023-08-31,Amsterdam,13.0
2023-09-30,Amsterdam,12.0
2023-10-31,Amsterdam,13.0
2023-11-30,Amsterdam,12.0
2023-12-31,Amsterdam,11.0
2024-01-31,Amsterdam,12.0
2024-02-29,Amsterdam,12.0
2024-03-31,Amsterdam,12.0
2024-04-30,Amsterdam,13.0
2024-05-31,Amsterdam,12.0
2024-06-30,Amsterdam,12.0
2024-07-31,Amsterdam,13.0
2024-08-31,Amsterdam,13.0
2024-09-30,Amsterdam,12.0
2024-10-31,Amsterdam,13.0
2024-11-30,Amsterdam,13.0
2024-12-31,Amsterdam,12.0
2025-01-31,Amsterdam,12.0
2025-02-28,Amsterdam,12.0
2025-03-31,Amsterdam,12.0
2025-04-30,Amsterdam,12.0
2025-05-31,Amsterdam,13.0
2025-06-30,Amsterdam,12.0
2025-07-31,Amsterdam,13.0
2025-08-31,Amsterdam,16.0
2025-09-30,Amsterdam,16.0
2025-10-31,Amsterdam,16.0
2025-11-30,Amsterdam,14.0
2025-12-31,Amsterdam,13.0
2018-01-31,Athens,4.264198305616568
2018-02-28,Athens,4.264198305616568
2018-03-31,Athens,4.264198305616568
2018-04-30,Athens,4.264198305616568
2018-05-31,Athens,4.264198305616568
2018-06-30,Athens,4.264198305616568
2018-07-31,Athens,4.264198305616568
2018-08-31,Athens,4.264198305616568
2018-09-30,Athens,4.264198305616568
2018-10-31,Athens,4.264198305616568
2018-11-30,Athens,4.264198305616568
2018-12-31,Athens,4.264198305616568
2019-01-31,Athens,4.264198305616568
2019-02-28,Athens,4.264198305616568
2019-03-31,Athens,4.264198305616568
2019-04-30,Athens,4.264198305616568
2019-05-31,Athens,4.264198305616568
2019-06-30,Athens,4.264198305616568
2019-07-31,Athens,4.264198305616568
2019-08-31,Athens,4.264198305616568
2019-09-30,Athens,4.264198305616568
2019-10-31,Athens,4.264198305616568
2019-11-30,Athens,4.264198305616568
2019-12-31,Athens,2.842798870411045
2020-01-31,Athens,4.264198305616568
2020-02-29,Athens,4.264198305616568
2020-03-31,Athens,2.842798870411045
2020-04-30,Athens,2.842798870411045
2020-05-31,Athens,2.842798870411045
2020-06-30,Athens,2.842798870411045
2020-07-31,Athens,2.842798870411045
2020-08-31,Athens,2.842798870411045
2020-09-30,Athens,2.842798870411045
2020-10-31,Athens,2.842798870411045
2020-11-30,Athens,2.842798870411045
2020-12-31,Athens,2.842798870411045
2021-01-31,Athens,2.842798870411045
2021-02-28,Athens,2.842798870411045
2021-03-31,Athens,2.842798870411045
2021-04-30,Athens,2.842798870411045
2021-05-31,Athens,2.842798870411045
2021-06-30,Athens,2.842798870411045
2021-07-31,Athens,2.842798870411045
2021-08-31,Athens,2.842798870411045
2021-09-30,Athens,2.842798870411045
2021-10-31,Athens,2.842798870411045
2021-11-30,Athens,2.842798870411045
2021-12-31,Athens,2.842798870411045
2022-01-31,Athens,2.842798870411045
2022-02-28,Athens,2.842798870411045
2022-03-31,Athens,2.842798870411045
2022-04-30,Athens,4.264198305616568
2022-05-31,Athens,4.264198305616568
2022-06-30,Athens,4.264198305616568
2022-07-31,Athens,4.264198305616568
2022-08-31,Athens,4.264198305616568
2022-09-30,Athens,4.264198305616568
2022-10-31,Athens,4.264198305616568
2022-11-30,Athens,2.842798870411045
2022-12-31,Athens,2.842798870411045
2023-01-31,Athens,4.264198305616568
2023-02-28,Athens,4.264198305616568
2023-03-31,Athens,4.264198305616568
2023-04-30,Athens,4.264198305616568
2023-05-31,Athens,4.264198305616568
2023-06-30,Athens,4.264198305616568
2023-07-31,Athens,4.264198305616568
2023-08-31,Athens,4.264198305616568
2023-09-30,Athens,4.264198305616568
2023-10-31,Athens,4.264198305616568
2023-11-30,Athens,4.264198305616568
2023-12-31,Athens,2.842798870411045
2024-01-31,Athens,4.264198305616568
2024-02-29,Athens,4.264198305616568
2024-03-31,Athens,4.264198305616568
2024-04-30,Athens,4.264198305616568
2024-05-31,Athens,4.264198305616568
2024-06-30,Athens,4.264198305616568
2024-07-31,Athens,4.264198305616568
2024-08-31,Athens,4.264198305616568
2024-09-30,Athens,4.264198305616568
2024-10-31,Athens,4.264198305616568
2024-11-30,Athens,4.264198305616568
2024-12-31,Athens,4.264198305616568
2025-01-31,Athens,4.264198305616568
2025-02-28,Athens,4.264198305616568
2025-03-31,Athens,4.264198305616568
2025-04-30,Athens,4.264198305616568
2025-05-31,Athens,4.264198305616568
2025-06-30,Athens,4.264198305616568
2025-07-31,Athens,4.264198305616568
2025-08-31,Athens,5.68559774082209
2025-09-30,Athens,5.68559774082209
2025-10-31,Athens,5.68559774082209
2025-11-30,Athens,5.68559774082209
2025-12-31,Athens,4.264198305616568
2018-01-31,Barcelona,36.0
2018-02-28,Barcelona,39.0
2018-03-31,Barcelona,38.0
2018-04-30,Barcelona,40.0
2018-05-31,Barcelona,35.0
2018-06-30,Barcelona,23.0
2018-07-31,Barcelona,27.0
2018-08-31,Barcelona,31.0
2018-09-30,Barcelona,31.0
2018-10-31,Barcelona,34.0
2018-11-30,Barcelona,29.0
2018-12-31,Barcelona,25.0
2019-01-31,Barcelona,30.0
2019-02-28,Barcelona,40.0
2019-03-31,Barcelona,35.0
2019-04-30,Barcelona,42.0
2019-05-31,Barcelona,47.0
2019-06-30,Barcelona,26.0
2019-07-31,Barcelona,29.0
2019-08-31,Barcelona,34.0
2019-09-30,Barcelona,33.0
2019-10-31,Barcelona,39.0
2019-11-30,Barcelona,35.0
2019-12-31,Barcelona,42.0
2020-01-31,Barcelona,40.0
2020-02-29,Barcelona,42.0
2020-03-31,Barcelona,26.0
2020-04-30,Barcelona,11.0
2020-05-31,Barcelona,14.0
2020-06-30,Barcelona,31.0
2020-07-31,Barcelona,30.0
2020-08-31,Barcelona,36.0
2020-09-30,Barcelona,31.0
2020-10-31,Barcelona,39.0
2020-11-30,Barcelona,26.0
2020-12-31,Barcelona,39.0
2021-01-31,Barcelona,36.0
2021-02-28,Barcelona,42.0
2021-03-31,Barcelona,34.0
2021-04-30,Barcelona,39.0
2021-05-31,Barcelona,35.0
2021-06-30,Barcelona,17.0
2021-07-31,Barcelona,23.0
2021-08-31,Barcelona,34.0
2021-09-30,Barcelona,35.0
2021-10-31,Barcelona,33.0
2021-11-30,Barcelona,30.0
2021-12-31,Barcelona,30.0
2022-01-31,Barcelona,30.0
2022-02-28,Barcelona,36.0
2022-03-31,Barcelona,40.0
2022-04-30,Barcelona,43.0
2022-05-31,Barcelona,32.0
2022-06-30,Barcelona,22.0
2022-07-31,Barcelona,39.0
2022-08-31,Barcelona,45.0
2022-09-30,Barcelona,42.0
2022-10-31,Barcelona,53.0
2022-11-30,Barcelona,26.0
2022-12-31,Barcelona,20.0
2023-01-31,Barcelona,45.0
2023-02-28,Barcelona,48.0
2023-03-31,Barcelona,39.0
2023-04-30,Barcelona,43.0
2023-05-31,Barcelona,33.0
2023-06-30,Barcelona,26.0
2023-07-31,Barcelona,32.0
2023-08-31,Barcelona,36.0
2023-09-30,Barcelona,37.0
2023-10-31,Barcelona,37.0
2023-11-30,Barcelona,30.0
2023-12-31,Barcelona,33.0
2024-01-31,Barcelona,46.0
2024-02-29,Barcelona,31.0
2024-03-31,Barcelona,34.0
2024-04-30,Barcelona,53.0
2024-05-31,Barcelona,32.0
2024-06-30,Barcelona,21.0
2024-07-31,Barcelona,27.0
2024-08-31,Barcelona,49.0
2024-09-30,Barcelona,44.0
2024-10-31,Barcelona,54.0
2024-11-30,Barcelona,45.0
2024-12-31,Barcelona,40.0
2025-01-31,Barcelona,66.0
2025-02-28,Barcelona,56.0
2025-03-31,Barcelona,66.0
2025-04-30,Barcelona,100.0
2025-05-31,Barcelona,89.0
2025-06-30,Barcelona,24.0
2025-07-31,Barcelona,31.0
2025-08-31,Barcelona,47.0
2025-09-30,Barcelona,53.0
2025-10-31,Barcelona,68.0
2025-11-30,Barcelona,60.0
2025-12-31,Barcelona,52.0
2018-01-31,Berlin,27.752494311220026
2018-02-28,Berlin,27.752494311220026
2018-03-31,Berlin,28.54542272011203
2018-04-30,Berlin,29.338351129004028
2018-05-31,Berlin,29.338351129004028
2018-06-30,Berlin,27.752494311220026
2018-07-31,Berlin,28.54542272011203
2018-08-31,Berlin,30.13127953789603
2018-09-30,Berlin,28.54542272011203
2018-10-31,Berlin,28.54542272011203
2018-11-30,Berlin,26.959565902328027
2018-12-31,Berlin,26.959565902328027
2019-01-31,Berlin,29.338351129004028
2019-02-28,Berlin,27.752494311220026
2019-03-31,Berlin,29.338351129004028
2019-04-30,Berlin,26.959565902328027
2019-05-31,Berlin,29.338351129004028
2019-06-30,Berlin,29.338351129004028
2019-07-31,Berlin,30.13127953789603
2019-08-31,Berlin,30.92420794678803
2019-09-30,Berlin,30.13127953789603
2019-10-31,Berlin,29.338351129004028
2019-11-30,Berlin,34.095921582356034
2019-12-31,Berlin,26.959565902328027
2020-01-31,Berlin,27.752494311220026
2020-02-29,Berlin,26.959565902328027
2020-03-31,Berlin,26.166637493436024
2020-04-30,Berlin,20.61613863119202
2020-05-31,Berlin,22.994923857868024
2020-06-30,Berlin,24.580780675652026
2020-07-31,Berlin,23.787852266760023
2020-08-31,Berlin,24.580780675652026
2020-09-30,Berlin,22.994923857868024
2020-10-31,Berlin,25.373709084544025
2020-11-30,Berlin,18.237353404516018
2020-12-31,Berlin,18.237353404516018
2021-01-31,Berlin,19.030281813408017
2021-02-28,Berlin,18.237353404516018
2021-03-31,Berlin,20.61613863119202
2021-04-30,Berlin,21.40906704008402
2021-05-31,Berlin,22.20199544897602
2021-06-30,Berlin,21.40906704008402
2021-07-31,Berlin,22.20199544897602
2021-08-31,Berlin,25.373709084544025
2021-09-30,Berlin,26.166637493436024
2021-10-31,Berlin,23.787852266760023
2021-11-30,Berlin,22.994923857868024
2021-12-31,Berlin,19.030281813408017
2022-01-31,Berlin,21.40906704008402
2022-02-28,Berlin,21.40906704008402
2022-03-31,Berlin,21.40906704008402
2022-04-30,Berlin,22.20199544897602
2022-05-31,Berlin,23.787852266760023
2022-06-30,Berlin,24.580780675652026
2022-07-31,Berlin,22.994923857868024
2022-08-31,Berlin,23.787852266760023
2022-09-30,Berlin,22.994923857868024
2022-10-31,Berlin,23.787852266760023
2022-11-30,Berlin,20.61613863119202
2022-12-31,Berlin,20.61613863119202
2023-01-31,Berlin,22.20199544897602
2023-02-28,Berlin,22.994923857868024
2023-03-31,Berlin,22.20199544897602
2023-04-30,Berlin,22.994923857868024
2023-05-31,Berlin,21.40906704008402
2023-06-30,Berlin,22.20199544897602
2023-07-31,Berlin,26.166637493436024
2023-08-31,Berlin,22.20199544897602
2023-09-30,Berlin,25.373709084544025
2023-10-31,Berlin,23.787852266760023
2023-11-30,Berlin,22.20199544897602
2023-12-31,Berlin,22.994923857868024
2024-01-31,Berlin,26.166637493436024
2024-02-29,Berlin,22.20199544897602
2024-03-31,Berlin,22.20199544897602
2024-04-30,Berlin,22.20199544897602
2024-05-31,Berlin,22.994923857868024
2024-06-30,Berlin,23.787852266760023
2024-07-31,Berlin,23.787852266760023
2024-08-31,Berlin,22.20199544897602
2024-09-30,Berlin,22.994923857868024
2024-10-31,Berlin,21.40906704008402
2024-11-30,Berlin,20.61613863119202
2024-12-31,Berlin,20.61613863119202
2025-01-31,Berlin,20.61613863119202
2025-02-28,Berlin,21.40906704008402
2025-03-31,Berlin,22.20199544897602
2025-04-30,Berlin,21.40906704008402
2025-05-31,Berlin,22.20199544897602
2025-06-30,Berlin,22.994923857868024
2025-07-31,Berlin,22.994923857868024
2025-08-31,Berlin,26.166637493436024
2025-09-30,Berlin,28.54542272011203
2025-10-31,Berlin,25.373709084544025
2025-11-30,Berlin,25.373709084544025
2025-12-31,Berlin,22.994923857868024
2018-01-31,Brussels,2.378785226676002
2018-02-28,Brussels,2.378785226676002
2018-03-31,Brussels,2.378785226676002
2018-04-30,Brussels,2.378785226676002
2018-05-31,Brussels,2.378785226676002
2018-06-30,Brussels,2.378785226676002
2018-07-31,Brussels,2.378785226676002
2018-08-31,Brussels,2.378785226676002
2018-09-30,Brussels,2.378785226676002
2018-10-31,Brussels,2.378785226676002
2018-11-30,Brussels,2.378785226676002
2018-12-31,Brussels,2.378785226676002
2019-01-31,Brussels,2.378785226676002
2019-02-28,Brussels,2.378785226676002
2019-03-31,Brussels,2.378785226676002
2019-04-30,Brussels,2.378785226676002
2019-05-31,Brussels,2.378785226676002
2019-06-30,Brussels,2.378785226676002
2019-07-31,Brussels,2.378785226676002
2019-08-31,Brussels,2.378785226676002
2019-09-30,Brussels,2.378785226676002
2019-10-31,Brussels,2.378785226676002
2019-11-30,Brussels,2.378785226676002
2019-12-31,Brussels,2.378785226676002
2020-01-31,Brussels,2.378785226676002
2020-02-29,Brussels,2.378785226676002
2020-03-31,Brussels,1.5858568177840016
2020-04-30,Brussels,0.7929284088920008
2020-05-31,Brussels,0.7929284088920008
2020-06-30,Brussels,1.5858568177840016
2020-07-31,Brussels,1.5858568177840016
2020-08-31,Brussels,1.5858568177840016
2020-09-30,Brussels,1.5858568177840016
2020-10-31,Brussels,0.7929284088920008
2020-11-30,Brussels,0.7929284088920008
2020-12-31,Brussels,0.7929284088920008
2021-01-31,Brussels,0.7929284088920008
2021-02-28,Brussels,0.7929284088920008
2021-03-31,Brussels,0.7929284088920008
2021-04-30,Brussels,0.7929284088920008
2021-05-31,Brussels,0.7929284088920008
2021-06-30,Brussels,1.5858568177840016
2021-07-31,Brussels,1.5858568177840016
2021-08-31,Brussels,1.5858568177840016
2021-09-30,Brussels,1.5858568177840016
2021-10-31,Brussels,1.5858568177840016
2021-11-30,Brussels,1.5858568177840016
2021-12-31,Brussels,1.5858568177840016
2022-01-31,Brussels,1.5858568177840016
2022-02-28,Brussels,1.5858568177840016
2022-03-31,Brussels,1.5858568177840016
2022-04-30,Brussels,1.5858568177840016
2022-05-31,Brussels,1.5858568177840016
2022-06-30,Brussels,2.378785226676002
2022-07-31,Brussels,1.5858568177840016
2022-08-31,Brussels,1.5858568177840016
2022-09-30,Brussels,1.5858568177840016
2022-10-31,Brussels,1.5858568177840016
2022-11-30,Brussels,1.5858568177840016
2022-12-31,Brussels,1.5858568177840016
2023-01-31,Brussels,1.5858568177840016
2023-02-28,Brussels,1.5858568177840016
2023-03-31,Brussels,1.5858568177840016
2023-04-30,Brussels,1.5858568177840016
2023-05-31,Brussels,1.5858568177840016
2023-06-30,Brussels,2.378785226676002
2023-07-31,Brussels,1.5858568177840016
2023-08-31,Brussels,1.5858568177840016
2023-09-30,Brussels,2.378785226676002
2023-10-31,Brussels,2.378785226676002
2023-11-30,Brussels,2.378785226676002
2023-12-31,Brussels,1.5858568177840016
2024-01-31,Brussels,2.378785226676002
2024-02-29,Brussels,2.378785226676002
2024-03-31,Brussels,2.378785226676002
2024-04-30,Brussels,2.378785226676002
2024-05-31,Brussels,2.378785226676002
2024-06-30,Brussels,2.378785226676002
2024-07-31,Brussels,2.378785226676002
2024-08-31,Brussels,1.5858568177840016
2024-09-30,Brussels,2.378785226676002
2024-10-31,Brussels,2.378785226676002
2024-11-30,Brussels,2.378785226676002
2024-12-31,Brussels,2.378785226676002
2025-01-31,Brussels,2.378785226676002
2025-02-28,Brussels,2.378785226676002
2025-03-31,Brussels,2.378785226676002
2025-04-30,Brussels,2.378785226676002
2025-05-31,Brussels,2.378785226676002
2025-06-30,Brussels,2.378785226676002
2025-07-31,Brussels,2.378785226676002
2025-08-31,Brussels,3.964642044460004
2025-09-30,Brussels,3.964642044460004
2025-10-31,Brussels,3.171713635568003
2025-11-30,Brussels,3.171713635568003
2025-12-31,Brussels,3.171713635568003
2018-01-31,Budapest,5.550498862244005
2018-02-28,Budapest,5.550498862244005
2018-03-31,Budapest,6.343427271136006
2018-04-30,Budapest,6.343427271136006
2018-05-31,Budapest,6.343427271136006
2018-06-30,Budapest,6.343427271136006
2018-07-31,Budapest,6.343427271136006
2018-08-31,Budapest,7.136355680028007
2018-09-30,Budapest,6.343427271136006
2018-10-31,Budapest,5.550498862244005
2018-11-30,Budapest,5.550498862244005
2018-12-31,Budapest,5.550498862244005
2019-01-31,Budapest,5.550498862244005
2019-02-28,Budapest,5.550498862244005
2019-03-31,Budapest,6.343427271136006
2019-04-30,Budapest,6.343427271136006
2019-05-31,Budapest,6.343427271136006
2019-06-30,Budapest,7.136355680028007
2019-07-31,Budapest,6.343427271136006
2019-08-31,Budapest,7.136355680028007
2019-09-30,Budapest,6.343427271136006
2019-10-31,Budapest,6.343427271136006
2019-11-30,Budapest,6.343427271136006
2019-12-31,Budapest,6.343427271136006
2020-01-31,Budapest,6.343427271136006
2020-02-29,Budapest,5.550498862244005
2020-03-31,Budapest,3.964642044460004
2020-04-30,Budapest,2.378785226676002
2020-05-31,Budapest,3.171713635568003
2020-06-30,Budapest,3.964642044460004
2020-07-31,Budapest,3.964642044460004
2020-08-31,Budapest,3.964642044460004
2020-09-30,Budapest,3.171713635568003
2020-10-31,Budapest,3.171713635568003
2020-11-30,Budapest,2.378785226676002
2020-12-31,Budapest,2.378785226676002
2021-01-31,Budapest,2.378785226676002
2021-02-28,Budapest,2.378785226676002
2021-03-31,Budapest,2.378785226676002
2021-04-30,Budapest,2.378785226676002
2021-05-31,Budapest,3.171713635568003
2021-06-30,Budapest,3.964642044460004
2021-07-31,Budapest,3.964642044460004
2021-08-31,Budapest,4.757570453352004
2021-09-30,Budapest,3.964642044460004
2021-10-31,Budapest,3.964642044460004
2021-11-30,Budapest,3.964642044460004
2021-12-31,Budapest,3.964642044460004
2022-01-31,Budapest,3.964642044460004
2022-02-28,Budapest,4.757570453352004
2022-03-31,Budapest,4.757570453352004
2022-04-30,Budapest,4.757570453352004
2022-05-31,Budapest,4.757570453352004
2022-06-30,Budapest,4.757570453352004
2022-07-31,Budapest,5.550498862244005
2022-08-31,Budapest,5.550498862244005
2022-09-30,Budapest,4.757570453352004
2022-10-31,Budapest,4.757570453352004
2022-11-30,Budapest,4.757570453352004
2022-12-31,Budapest,4.757570453352004
2023-01-31,Budapest,4.757570453352004
2023-02-28,Budapest,4.757570453352004
2023-03-31,Budapest,4.757570453352004
2023-04-30,Budapest,4.757570453352004
2023-05-31,Budapest,5.550498862244005
2023-06-30,Budapest,4.757570453352004
2023-07-31,Budapest,6.343427271136006
2023-08-31,Budapest,7.929284088920008
2023-09-30,Budapest,4.757570453352004
2023-10-31,Budapest,4.757570453352004
